year,title,abstract,chars,category
2024,A Study on Bathroom Space Design for Elderly People in China,"Population aging has become a global issue, with China experiencing particularly severe challenges due to rapid social and economic development, coupled with a large and rapidly growing elderly population. Among the various living spaces for the elderly, the bathroom is a highly private and frequently used area that requires special attention in its design to address the unique needs of elderly users. This study utilizes research methods such as literature review, case analysis, and inductive summarization to examine the living habits, physical conditions, and behavioral patterns of the elderly within bathroom spaces. The study identifies key shortcomings in current bathroom space designs and outlines the specific design needs of elderly individuals in China. This research categorizes elderly individuals based on age, analyzes their physical and behavioral characteristics, and establishes the relationship between their primary activities and the bathroom facilities. Additionally, the basic functions, functional zoning, and usage areas of bathroom facilities are investigated, offering practical recommendations for improvement. The study focuses on the primary issues and needs encountered in bathroom spaces designed for the elderly, providing key design considerations to meet user-centered requirements for elderly bathroom space design. In the context of an aging society, this study proposes new strategies and directions for elderly bathroom space design, providing a theoretical foundation for future research and development in this field.",1563,연구
2024,Narratives Across the Pacific: Pansori Performance and its Reception History in the U.S.,"The pulsating heart of traditional Korean narrative singing, pansori, has echoed through the valleys of its homeland and resonated across the Pacific, finding a unique reception in the U.S. Since the first pansori performance was introduced in the U.S. in 1964, it has steadily grown over 60 years—gaining popularity as a form of artistic and cultural expression, representing one of Korea’s quintessential musical traditions. This paper examines the evolution of pansori in a chronological framework, divided into five overlapping phases during the last six decades. Each phase represents a consequential step in the process, with every new phase building upon the achievements and developments of the preceding one, highlighting the interdependent nature of this cultural progression. In addition, each phase is intricately aligned with the evolving political, socio-cultural, and economic contexts of the Korean homeland. The timeline extends from the post-war reconstruction of the 1950s, a period deeply influenced by Cold War ideologies, through the 1960s with the subsequent system of cultural heritage established by the government, continuing through the economic boom that shaped the modern national identity, and finally arriving at the contemporary era characterized by globalization.",1296,연구
2024,A Study on Conflict Management Types of Pre-teachers,"The purpose of this study was to analyze the conflict management style of college students and develop an educational program necessary for adaptation to school life and use it as basic data. The results of this study were, first, that 'yielding' was the most preferred type of conflict management, while 'competition' was the least preferred strategy. Second, 'cooperation' was highly correlated with 'compromise' overall, and low correlated with 'competition' and 'avoiding'. Third, it can be seen that the higher the interest in oneself, the more the 'avoiding' strategy is preferred, and the higher the interest in the other party, the more the 'yielding' strategy is preferred. It can be seen that 'cooperation' and 'compromise' were preferred when there was low interest in oneself but interest in the other person, and 'competition' was the preferred strategy in situations where both interest in oneself and interest in the other person were low. In addition, it was found that the distance between 'avoiding' and 'cooperation', between 'compromise' and 'yielding' and 'competition' was the farthest in the two-dimensional space.",1137,연구
2024,电信网络诈骗犯罪的司法认定研究,电信网络诈骗犯罪是一种融合传统诈骗手法和现代计算机网络技术的新型网络犯罪，这种犯罪给社会发展、公众和私人财产安全、个人信息保护以及网络环境的秩序带来了重大影响。在中国，由于刑法中缺乏对电信网络诈骗罪规定的具体条款，而司法实践中往往依赖相关的司法解释和刑事政策来作为判决依据，这就给司法人员在确定电信网络诈骗的性质和适用法律方面提出了难题。 通过对电信网络诈骗犯罪基础理论框架的了解，以及对在不断发展的信息技术背景下呈现的新趋势和特点进行讨论，通过细致分析其组织结构、作案模式及分工机制，来揭示这类犯罪的复杂性和多变性。利用中国裁判文书网、无讼网等法律信息检索系统，对大量具体案例进行了深入分析总结出司法认定中的难点，同时结合实例和现有学术理论，细致探讨了在处理电信网络诈骗犯罪过程中出现的主要司法认定难题及亟待解决的关键问题：与其他罪名的区分、既遂与未遂犯罪数额的确定标准以及主从犯应如何认定。 在深入研究相关文献和解析立法意图的基础上，遵循罪责刑相适应的基本刑法原则，提出了切实可行的建议，包括坚持处分意识不要说的观点来区分诈骗罪与盗窃罪；区分诈骗罪共犯与帮助信息网络犯罪活动罪时从明知可能与明知必然程度标准把握；坚持实际控制说作为认定诈骗罪既遂的标准以及分析诈骗数额不足时是否成立诈骗罪未遂的问题，并提出确定主从犯要基于全案事实进行判定的建议。本文在对这些关键问题深度分析的基础上提出了相应的完善建议，以期为电信网络诈骗犯罪的有效司法处理和理论研究提供坚实的支持，为提高司法效率和准确性提供具体且实用的建议。,656,연구
2024,A Comparative Study on Civic Consciousness between Pre-service Teachers in Thailand and Korea,"The purpose of this study is to investigate and compare the civic consciousness of pre-service teachers in Thailand and Korea to understand the educational culture of each country and to obtain implications for teacher education. As a result, the following results were obtained. First, Thai pre-service teachers considered the advantages of Thailand's education system providing good educational opportunities, and Korea is gaining the effects of good education. The disadvantages were Thailand's unchanging conservative education system and excessive learning, and Korea's entrance exam-oriented education system and simple teaching methods. According to the opinions of prospective teachers, both countries should make efforts to utilize the advantages and improve the disadvantages. Second, in terms of perception of the government and law, Korean pre-service teachers are more obedient to the government's authority than Thai pre-service teachers, and are also obedient to adults, teachers, and parents. On the other hand, Thai pre-service teachers thought that the judicial system was more fair than Korean pre-service teachers. In the case of Korea, the conservative and progressive regimes change frequently, so the results are likely to vary at each point of investigation. This is thought to be the same for Thailand. Third, when it comes to Asian traditional culture and identity, Thai and Korean pre-service teachers showed an attitude of empathy, and Korean pre-service teachers generally emphasized relatively higher morality and mental maturity as citizens. Fourth, when it comes to public services, Korean pre-service teachers were more critical of politicians' morality, corruption of co-authored services, and connectionism than Thai pre-service teachers. Considering the impact of teachers on students' attitudes and behaviors as democratic citizens, it is expected that the two countries will have many implications for the direction of teacher education in relation to democratic civic education if they expand the scope of investigation.",2059,연구
2024,A Study on Factor Decomposition of Consumption Inequality in South Korea,"Purpose: This study examines the determinants of household consumption expenditure and quantifies their contribution to within group inequality by gender of household head in South Korea. Research design, data, and methodology: This study first decomposes total inequality into within and between inequality by gender of household head. It also examines the association between a vector of household demographic and socioeconomic characteristics and household consumption expenditure in an attempt to identify how much inequality can be attributed to each of explanatory factors. This study empirically draws upon the recent national representative dataset, Survey of Household Finance and Living Conditions (SFLC) 2 021 c ollected b y Korea Statistical Office. Results: According to the present study, inequality in 2021 in South Korea was found to be mainly dominated by inequality within population sub groups. Examining the determinants of household consumption inequality, it shows that factors and their conributions are different between male and female headed households. For instance, whilst the type of job occupation of a head appears to have a large impact on inequality within male headed households, it is found to have marginal contribution compared to within female headed households (25.2% vs. 7.4%). In case of household demography, it is observed as the second largest factor increasing within inequality among female headed households (31.2%) whereas its contribution to inequality within inequality among male group was relatively small (18.6%). Implications: Our study suggests that target specific investigation and deep structural understanding need to be made on the different characteristics of within inequality as reflected by the different role of factors and their contributions. Amongst, the different inequality impact of higher education might reflect that the expansion of higher education had a relatively lower impact on the living stand of female group than that of its counterpart, male group. Finally, the discriminatory barriers (e.g. job occupation) against female may reduce within inequality, it could widen total inequality, worsening distribution between male and female groups.",2223,연구
2024,An Investigation of Korean Tertiary Students’ Engagement in a Consciousness Raising Plus Lesson,"Skill acquisition theory (SAT) offers a well-supported description of language knowledge development (Anderson, 1982; DeKeyser, 2020). The use of the Presentation-Practice-Production (PPP) framework is often cited as the instantiation of skill acquisition (SAT) principles for language instruction, but the consciousness raising plus (CR+) framework, which also closely resembles the SAT progression of knowledge, offers unique advantages through its student-centered, language awareness (LA) inspired design. This study investigated a CR+ lesson in a South Korean university EFL class to examine how this framework engages learners. To evaluate its appropriacy, an analysis and comparison of engagement levels during the CR+ lesson with those during a PPP lesson using the same target language was conducted. Engagement was measured through observations of learners social, cognitive, and emotional engagement. The findings indicate that the CR+ lesson was highly effective at inducing engagement as it promoted autonomy through discovery activities, provided an appropriate challenge level through student-led activities, and encouraged social interaction through collaborative tasks. In contrast, the PPP lesson had lower and more variable levels of engagement, with frequent indicators of disengagement like distracted behavior. The results suggest the CR+ framework leverages key motivational conditions that encourage engagement, in line with LA principles. This highlights CR+'s potential as an alternative to PPP for developing skills in alignment with SAT while better maintaining learner engagement and motivation. The findings inform recommendations for EFL classroom practice and provide insights to guide future research",1733,연구
2024,数字弱势群体权利立法保护问题研究,数字弱势群体，指的是在数字时代中，因经济贫困、能力有限以及数字科技的迅猛发展、信息传播的不均衡和数字经济的固有弊端等多重因素，导致其在获取数字资源、享受数字红利及保障法律权利方面明显处于劣势的群体。数字弱势群体权利保护是保护人格尊严与满足个人自由发展的客观需要，是建设数字法治国家的重要内容，是实现社会公平正义的具体要求，与每个人的数字化生存有着紧密的联系。 随着数字技术社会化进程的不断推进，“难以理解、难以接受”已经变成数字弱势群体对于智慧社会最直接的认识。从数字技术发展历程来看，其给人类生活带来极大便利的同时也引发了诸多社会矛盾与冲突，就立法保护而言：部分规则需要更加完善、权利内容以及权利保护的义务主体及其内容都需要进一步加以明确等。究其原因，随着数字技术在现代社会的不断深入，法律对数字技术的更新的速度已呈现出滞后性；分散型立法保护模式在其应用的广度和保护策略上都存在一定的限制；社会各部门对数字弱势群体保护责任意识欠缺等原因导致难以有效应对数字弱势群体这个特殊问题。需要强调的是，数字化的转型正在全球范围内掀起一场革命，数字弱势群体的权利保护也是其他国家普遍面临的问题。欧盟在此方面采取了统一式立法保护模式，美国采取了分散式立法保护模式。因此在数字弱势群体权利保护方面，可以借鉴欧美发达国家的实践经验，为数字弱势群体权利立法保护构建一个更加完善的权利保护体系。具体而言，首先在立法模式上：实行统一与分散相结合的立法模式，通过统一立法为数字弱势群体权利保护提供统一的法律依据，并在各个单行法中进一步完善相关规定，以确保数字弱势群体的权利得到充分实现。其次在立法内容上：第一，建立以防止损害权为核心的“知情-同意-否决”框架；第二，完善数字弱势群体权利保护规则体系；第三，明确数字弱势群体权利保护的义务主体及其内容，以确保数字弱势群体在数字化时代能够实现其权利。,786,연구
2024,Analysis of Research on Christian Infant Parents,"Purpose of the study : The purpose of this study was to analyze research on Christian infant parents in terms of research period, research content, and research method, and seek directions for research projects related to Christian infant parents. Research content and methods : For this study, domestic master’s and doctoral dissertation published from 1995 to 2023 by the national assembly library and the research information sharing service (RISS) were collected under the categories ‘Christianity’, ‘infant’, ‘infancy’, and ‘parent’. A total of 40 studies were extracted by searching with these keywords and excluding redundant studies. In addition, the frequency and percentage were calculated by classifying and analyzing the results into three criteria: research period, research content, and research method. Conclusions and Recommendations : Research on Christian infant parents increased significantly between 2016 and 2020, with 10 studies (25%) conducted during this period, indicating a more active engagement in this area compared to other times. Master’s theses accounted for 39 studies (97.5%), while doctoral dissertation comprised 1 study (2.5%), suggesting a predominance of research at the master’s level. Regarding the content of the research on Christian infant parents, practice studies accounted for 34 studies (85%), while basic research accounted for 6 studies (15%). Field-related studies such as the development of parental education programs and materials for infants continued to be carried out steadily, but there was a lack of theoretical, philosophical, perceptual, and factual investigation research on Christian infant parents. Methodologically, literature reviews were prevalent, with 27 studies (67.5%), followed by quantitative studies with 10 studies (25%), and qualitative studies with 3 studies (7.5%). Various types of research, including quantitative, qualitative, and literature reviews, were conducted between 2016 and 2020. Based on the research findings, in-depth qualitative studies conducted through observation and interviews, as well as mixed- method studies complementing single studies, should be conducted for a long-term perspective on research involving Christian infant and child parents.",2246,연구
2024,Joint Association of Hard of Hearing and Handgrip Strength with Falls in the Older Adults: A Cross-sectional Analysis of Data from the Korean Longitudinal Study of Aging,"Purpose: This study aimed to confirm the joint association of hard of hearing and handgrip strength with falls among Koreans aged 65 years and above. Methods: This cross-sectional study was based on the 2020 Korean Longitudinal Study of Aging data and included 4,372 participants who completed a falls-related questionnaire. Grip strength was measured, and hearing status was self-reported. Multivariate logistic regression assessed associations between hearing status, handgrip strength, and falls. Analyses were adjusted for variables such as age, sex, body mass index, education level, and medical history. Results: The study found a significant association between being hard of hearing and increased odds of falls (odds ratio [OR], 2.73; 95% confidence interval [CI], 1.56–4.78). Additionally, individuals with low handgrip strength had higher odds of falls (OR, 1.70; 95% CI, 0.88–3.31) than those with normal handgrip strength. Among individuals who were hard of hearing, the group with normal handgrip strength showed 28% lower odds of falls (OR, 0.72; 95% CI, 0.18–2.87), although this result did not reach statistical significance. Conclusion: These findings highlight the high fall odds associated with being hard of hearing and suggest that handgrip strength may have a potential protective effect in individuals aged 65 years and older. Our study contributes to an increased understanding of risk factors for falls in older adults and emphasizes the need to address sensory impairment and muscle strength in prevention efforts. Future studies must validate and extend these findings to improve quality of life and reduce fall-related injuries in older adults.",1672,연구
2024,A Study on the Utilization of Preferential Tariffs in the Korea-ASEAN FTA,"Research Purpose: At a time when the utilization of FTA ​​is being emphasized more due to the increase in purchasing power in Southeast Asian countries, the recent Tax Tribunal's FTA Special Act-related trial request cases are showing an increase in cases where the application of the agreement tariff rate is excluded due to failure to meet the origin criteria and requirements in relation to the application of special tariff treatment. Accordingly, it is necessary to examine related issues and suggest ways for Korean companies to strategically utilize the Korea-ASEAN FTA. The purpose of this study is to explore ways to increase the utilization of the Korea-ASEAN FTA by analyzing various cases based on the decision on the origin of the issue classification among the Korea Customs Service case cases and suggesting practical implications. Research Methods: This study examined the precedents of the Tax Tribunal related to the Korea-ASEAN FTA. Results in Research: To apply the preferential tariffs of the FTA, importers must meticulously verify the validity of the origin and avoid arbitrary interpretation and judgment of the FTA memorandum of understanding and related agreements. Research Conclusion: While research related to the Korea-ASEAN FTA has been conducted, there has been a lack of studies on the exclusion of agreement tariff application. This study is significant in that it examined the precedents of the Tax Tribunal regarding this issue.",1464,연구
2024,Topic Analysis of Long-term Care Management: A Text Mining Study,"Purpose: This study employed text mining methodologies to analyze research trends in elderly long-term care facility management, with the aim of identifying significant keywords and research topics to inform future research directions. Methods: We analyzed 10,487 articles published through April 2024, collected from major academic databases. The analysis incorporated text mining techniques such as term frequency-inverse document frequency (TF-IDF), topic modeling, and social network analysis to extract meaningful patterns and themes from the literature. Results: Publication trends showed consistent growth since the 1980s, with significant acceleration in the 2020s. The analysis revealed that terms such as ‘care,’ ‘management,’ ‘nurse,’ and ‘patient’ were fundamental to the field. Three primary research themes emerged: “Healthcare Management and Quality Improvement,” “Strategic Management in Nursing and Community Care,” and “Health Services and Dementia Care.” These findings highlight the necessity for increased empirical and interdisciplinary research approaches. Conclusion: The findings emphasize the critical need for enhanced management competency programs within long-term care facilities. This study presents a comprehensive overview of current research developments and provides evidence-based recommendations for future research initiatives aimed at enhancing care quality and management practices in response to the challenges of an aging society.",1472,연구
2024,A Study on Korean Nail Salon Women and Nail Beauty in New York,"Korean nail salons in New York City commodifies physical contact between nail women and customers of diverse backgrounds and this touching evokes intense feelings among nail women. Korean nail women enter into a line of work that is at first entirely unfamiliar since Korean culture generally looks disparagingly at nail salon work because it involves intimate physical contact with another person’s body. Such body work is considered shameful and humiliating, as in the metaphor “lowering oneself to cleanse another’s feet.” Polishing one’s nails with colorful enamel is also frowned upon as behavior that offends the dictates of tradition. Despite the foreign terrain of nail work, Korean women have managed to carve out a formidable wedge in the beauty industry through the establishment of nail salons. Underlying all this market activity, however, is an uneasy relationship between women working in (nail women) and women working on (customers) nail beautification. This elucidates on the conflict-laden view of body labor and nail beautification. It also examines various nail fashion preferences across spectrums of race/ethnicity, class, age, and especially ‘Afro-nail’ in order to further understanding concerning nail beautification work. Empirical evidence suggests that fashions in nail styles vary according to race and class and that these same factors are at work in assigning value to particular expressions of style.",1433,연구
2024,Supply-chain Inventory Management with Behavioral Consideration,"We develop inventory control strategies for a supplier who is selling a product to a group of newsvendors. Recent research in newsvendor experiments using human subjects revealed significant behavioral tendencies in the decision making processes for inventory management. If the supplier would incorporate these behavioral tendencies while managing her inventories, her costs would be significantly reduced. Using data from experiments, we estimate the possible reductions in supplier costs and determine the factors that significantly impact it. We observe a significant improvement in the supplier’s inventory decision if she estimates the demand distribution with a model that captures the anchoring tendencies instead of assuming aggregate randomness. As the model selection relies much on the data, it is an important task to determine whether the retailers are mean-anchoring, demand-chasing, both, or neither. In addition, we observe that the information about retailers’ behaviors is more beneficial for the supplier when the end-customer demands are more variable. It is certain that more precise information on the data will lead to a better inventory decision for suppliers. The information includes the retailers’ behavioral tendencies, individual-specific order behaviors, and the variability of end-customer demands.",1330,연구
2024,韩国古代诗家对欧阳修诗论的批评,"欧阳修对中韩两国诗歌的发展影响重大而深远, 其反对生硬的“造语”和单纯的“模拟前人”, 韩国古代诗家对欧阳修反抄袭的主张展开了进一步阐释和分析, 并借以告诫本国学子｡ 关于欧阳修“穷而后工”的诗学观点, 韩国古代诗家对其进行溯源批评, 讨论了诗人穷达与诗文工拙的辩证关系, 对中韩两国诗人因诗歌的错误阐释而导致的诗人生存困境表达了同情｡ 更多的诗家则站在客观的立场, 认为诗人仕途窘困在于天命不在于诗, 提出“诗不能穷人”, 为诗歌做辩护｡ 在反复的争论过程中, 实质上韩国古代诗家也在对本民族的诗学体系进行一步步的构建｡",261,연구
2024,A Study on Cohort Effects of Unification Consciousness of South Korean,"The recent trend of declining consciousness regarding the necessity of unification among South Korean citizens is evident. Does a cohort effect exist in this downward trend in the perception of the necessity of unification? The purpose of this study is to analyze whether birth cohorts statistically significantly influence the consciousness of the necessity of unification. To this end, the hierarchical age-period-cohort (HAPC) model was employed as the analytical model, and data from the Unification Consciousness Survey conducted by Seoul National University's Institute for Peace and Unification Studies from 2007 to 2021 was used. The analysis results showed evidence that the progress of economic inequality at the birth cohort level affected the decline in the perception of the necessity of unification. The 1980s birth cohort, which faced socioeconomic difficulties during their social advancement due to income and wealth polarization, is observed to have a distinctly negative perception of unification requiring massive financial resources, compared to the 1960s and 1970s birth cohorts.",1101,연구
2024,Augmented Reality Based Information Systems: An Exploratory Study of Understanding Children’s Perception,"Augmented Reality (AR) is a mix of the real world that is enhanced by virtual objects from computer-generated information. AR is currently used in a variety of information systems and library services. AR technologies are also being developed for today’s children, who are digital natives and are exposed to various technologies even earlier. To assist librarians who need to accurately understand users’ information needs and perceptions of the technology being used in their libraries, we conducted a study of AR perceptions among children. We conducted two online co-design sessions using “Would you rather?”, a co-design technique that facilitates research into children’s opinions. Through the co-design sessions, we found that children were psychologically wary about AR technology due to a lack of trust in the technology, and realism had a significant impact on these judgments. We also identified that children considered AR technology environments as an extension of the real world. Their real-world values directly influenced their perceptions of AR. This research provides insights into the wariness that libraries need to be aware of when developing AR content for children in the future, and how libraries can use AR as an educational tool.",1254,연구
2024,Research on the Application of Legal Personality Denial System to Actual Controller,"The internal governance structure of modern Chinese companies is becoming more and more complicated, the actual controller is gradually becoming the core of corporate governance, and the abuse of control power is also common. In view of the prominent problem that the actual controller abuses the controlling position to infringe the rights and interests of the company and minority shareholders in practice, Article 20 of the Company Law limits the application object of the legal personality denial system to the scope of shareholders, and paragraph 1, Article 23 of the new Company Law (revised in 2023), which is about to take effect, continues this scope, and its liability object is the company and minority shareholders. At present, the legislation has not made it clear that the legal personality denial system can be applied to the actual controller of non-shareholders. In judicial practice, some courts, in order to protect the interests of the company and creditors, have decided to apply the denial of legal personality to the actual controller of non-shareholders in individual cases, which has been in the forefront of legislation, but such judgments have also been questioned as an analogy interpretation law. In market economic activities, companies, especially small, medium and micro companies, in the process of operation, the actual controller takes advantage of the control position, interferes with the company's operation, and damages the interests of the company and creditors. It cannot be effectively regulated before entering liquidation proceedings. Based on this, the connotation of the actual controller is clearly defined in the legislation, and the situation of the actual controller applying the denial of the personality of the legal person is classified according to the legislative style of the shareholder applying the denial of the personality of the legal person. At the same time, the fiduciary duty is extended to the actual controller. Strengthen the constraints on the actual controller to regulate its participation in the market economic activities on the principle of honesty and credit. We should further promote legislative and judicial improvement, optimize the business environment, and stimulate market vitality.",2264,연구
2024,Literature Review Study on Semi-Permanent Tattoo Makeup Preferred by Customers,"Semi-permanent tattooing refers to the act of inserting pigment into the dermal layer of the skin by inserting pigment into the tip of a needle. Semi-permanent tattoos are often made to look like makeup is applied and are done to cover eyebrows, eyeliner, lips, body scars, and scalp. Semi-permanent tattooing is a form of tattooing because pigment is inserted directly into the dermal layer of the skin using a needle. Facial cosmetic and medical tattooing shares certain types and spectrum, both technically and clinically, with tattoos performed on other parts of the body. Many people around the world have semi-permanent tattoos, and semi-permanent tattoos are becoming increasingly common and growing exponentially in popularity. Additionally, semi-permanent tattoos are gradually moving from the outskirts of society to the mainstream. This study focuses on issues related to this practice. This study analyzed scientific reports and articles from well-known journals, related reviews and research publications in PubMed and Google Scholar from 1990 to 2023, and compiled the available research literature using Web of Science, Scopus and PubMed databases. Keywords such as semi-permanent tattoos, tattoo makeup, tattoo area, preferred customer, legal regulations and psychological aspects of tattoos were used in the search for publications.",1349,연구
2024,東亞唐詩學的史料範圍與研究視角,"在東亞漢文化圈內的日、韓等國, 從八世紀至近世, 唐詩以各種形式廣泛傳播, 而且被奉為漢詩創作的重要典範｡ 研究者們通過輯佚和校勘, 推出了新的校本; 通過注釋與考證, 提供了各種批注本; 為傳播和導讀, 編撰了許多選本、講義本和翻譯本; 通過品賞和研習, 產生了豐富的研究論著; 通過模仿和借鑒, 留下了大量帶有唐詩印記的漢詩｡ 這不僅擴大和深化了唐詩的既有傳統, 亦傳遞着不同國籍和時代的文化資訊, 極大地推動了東亞的文明進程｡ 唐詩學的史料範圍, 當包括唐詩的輯校、選編、注解、考證、評論、習作等各種形態的材料, 有待清理、總結、開發和利用｡ 其研究視角, 一是當立足于“唐詩”, 始終堅持唐詩接受的視角; 二是立足于“唐詩之學”, 是對唐詩研究文獻的收集整理和考察; 三是立足於整體建設, 對唐詩學史料進行甄別、選擇、整理和編排, 並進行理論的概括; 四是立足於“東亞”, 關注漢文化圈國家接受唐詩的共同傳統屬性, 同時注意分辨不同國家的文化個性及其對豐富唐詩意義的貢獻｡ 據此, 本課題總體框架為：一、目錄學研究, 通過書目文獻的調查與考證, 摸清東亞唐詩學“家底”, 掌握從事東亞唐詩學研究所需涉及的資料範圍, 並對重要書籍、版本形成基本的概念｡ 二、史料學編纂, 廣泛搜采東亞歷代有關唐詩的各種有文獻價值和理論價值的詩集及研究資料, 進行整理並編排出版; 三、理論性概括, 在此基礎上就一些唐詩學的重要專題進行研究, 進而嘗試對東亞唐詩學的基本內容、結構體系、演進脈絡、文化影響等作出一定的概括、論析, 為學界繼續深入研討打下相應的基礎｡ 這既可為今天的唐詩研究提供新的基礎材料和理論參考, 亦可為當下東亞漢文化圈的精神文明建設提供富有效用的歷史資源｡",733,연구
2024,Research on the Coupling Coordinated Development Evaluation of Digital Finance and Industrial Structure Upgrading,"In the context of high-quality economic development, the deep integration of the financial industry empowered by digital technology and industrial structure upgrading has become a focus. The article uses the entropy weight method and panel data from 31 provinces and cities in China from 2011 to 2021 to calculate the level of digital finance development and industrial structure upgrading in China. Then, the coupling coordination degree model is used to analyze the degree of coupling coordination development between the two. Of course, this also includes the differences in coupling coordination in different regions. The measurement results of development level show that the development level of digital finance in China has exceeded 0.8, maintaining a relatively high level. On the contrary, due to the long-term lag in industrial development, the level of industrial structure upgrading is relatively low, maintained at around 0.45. Secondly, due to the significant differences in economic development levels, there is also a situation where the level of digital finance development and industrial structure upgrading between regions are strong in the east, stable in the middle, and weak in the west. In addition, the measurement results of the coupling coordination model of the two systems show that the coupling degree between China’s digital finance and industrial structure upgrading is in the under coupling stage, the coordination degree is in the benign coordination stage, and the coupling coordination degree is at the primary coordination level. Secondly, consistent with the level of development of digital finance and industrial structure upgrading, the coupled coordination model also exhibits a clear regional heterogeneity trend, which is manifested as the result of strong in the east, stable in the middle, and weak in the west. Finally, based on the above conclusions, it is proposed to vigorously develop digital technology, promote the coupling coordinated development of digital finance and industrial structure upgrading, and provide constructive policy suggestions for achieving high-quality development of the Chinese economy.",2160,연구
2024,A Study on the Structure of Enhancing Positive User Experience in Product Design,"With the passage of time and advancements in technology, user demands for products have evolved beyond mere functionality and aesthetic design to encompass deeper emotional and psychological needs. However, traditional product design often prioritizes aesthetic form, frequently neglecting the diversity and complexity of user experiences. Therefore, this study aims to overcome these limitations and identify key factors that can effectively enhance user positive experiences. Although modern user choices appear primarily influenced by culture, they are closely tied to the motivations of our ancestors in the decision-making process. To address this, the study employs a mixed-methodology that combines experimental methods with literature review. First, consumers from China and South Korea were selected as the primary research group, and anecdotal memories related to positive experiences were collected from 483 participants. Text mining techniques, including centrality analysis and CONCOR analysis, were subsequently applied to the collected memories related to user positive experiences, resulting in groups derived from word relationship patterns. The grouping results were then analyzed using the Fundamental Motives Framework from evolutionary psychology (Kenrick et al., 2010), identifying the motivational bases that elicit user positive experiences. Based on these findings, implementation strategies for product design were proposed, and the validity of the research results was confirmed through case analysis. The results indicate that four factors can effectively enhance user positive experiences: establishing and strengthening social relationships, self-development, enhancing predictive potential through multisensory experiences and promoting exploration, restoration and regulation. Finally, this study focused on products that have a profound impact on users’ daily lives, selecting mobile phones as the subject of analysis. The validity of the research findings was verified through surveys and case studies of various mobile phone brands. Through these efforts, each brand established design directions to enhance user positive experiences, thereby better meeting user needs and increasing market competitiveness and user loyalty. This research is expected to provide valuable references for future development and exploration processes aimed at optimizing user positive experiences in product design.",2430,연구
2024,A Study on Cluster Behavior by Company Size in the Korean Stock Market,"Herding behavior refers to a phenomenon in which certain stocks or assets show similar characteristics or tend to move together in the stock market, which can often occur in similar industries, sectors, and investor groups. In this study, we analyzed whether herding behavior occurred among stocks listed on the stock market from August 2018 to November 2021, and divided the size of stocks by market capitalization to find out the difference in the degree of herding behavior depending on the size of the company. The results showed that there was no significant clustering behavior for large, mid, and small-cap stocks. However, the clustering analysis shows that the clustering of large-cap stocks in market capitalization is weaker than the clustering of mid-cap and small-cap stocks. In addition, the cross-sectional scatterplot is reduced when market returns are extremely high or low, suggesting a new characteristic of clustering.",938,연구
2024,A Study on the Impact of Overseas K-pop Users on the Export of Korean Cultural Products,"The study analyzes the purchase intentions of overseas Hallyu (Korean Wave) consumers and their impact on exports using survey data and export data from 2013 to 2021 in nine countries. We investigate consumer intentions to purchase Korean products such as cosmetics, smartphones, and clothing, especially when foreign consumers associate K-pop-related items with their initial perceptions of Korea. It analyzes respondents by age, education level, and gender, and the overall intent-to-purchase results are positive. We also look at whether geographical proximity affects purchase intentions. The results show that the overall purchasing intention of Asian countries is high, but a positive increase in overall purchasing inclination is observed across both Asian and non-Asian nations. In the analysis of export impact, increased recognition of K-pop has a positive effect not only on the export of culture-related products but also on non-culture-related products. Consequently, with the heightened recognition of K-pop as a form of soft power, its positive influence increases Korean cultural product purchase intention and also impacts the export of non-cultural products.",1176,연구
2024,Predicting Revenue Water Ratio using Multiple Linear Regression,"Water leakage can be estimated by various methods. Revenue water (RW) ratio is a significant index of water loss management in Korea. Existing methods of forecasting the RW ratio rely on local factors such as residual pressure, pipe length, service life, and leakage occurrence rate in the region. Because of the use of these regional factors, models used for the prediction of RW ratio are complicated and cannot be used for other areas. In this study, four effective factors were used as geospatial information for 41 cities in S. Korea to predict the RW ratio using simple factors in a quantitative analysis. The model for determining the relationship between the RW ratio and the four factors were evaluated through a correlation analysis and a multiple regression analysis using a statistical software (R). The result found that the RW ratio was strongly influenced by the water pressure, which depends on the elevation difference and geographical feature. The parameters for analysis were selected through the use of a prediction model for the RW ratio that applied elevation distribution, slope distribution, pipe distribution and population. The adjusted coefficient of determination (adj R2) was found to be 0.639, indicating that the model used to predict the RW ratio was efficient. This model can be efficiently used as a tool to implement the water loss reduction project in S. Korea.",1397,연구
